"url","Rank","Mountain 1","Mountain 1_link","Mountain 2","Mountain 3","Mountain 3_link","Heigh Tm 1","Height Ft","Prom Inen Cem","Range 1","Range 1_link","Range 2","Range 3","Range 3_link","Coordinates 1","Coordinates 1_alt","Coordinates 2","Coordinates 2_link","Coordinates 3","Coordinates 3_link","Coordinates 4","Coordinates 4_link","Coordinates 5","Coordinates 5_link","Coordinates 6","Coordinates 6_link","Coordinates 7","Coordinates 7_link","Parent 1","Parent 2","Parent 2_link","First Ascent 1","First Ascent 2","First Ascent 2_link","Ascents 1","Country With 1","Country With 2","Country With 2_link"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","82","Siguang Ri","https://en.wikipedia.org/wiki/Siguang_Ri","","","","7,309; 7,309","23,980","669","Mahalangur","https://en.wikipedia.org/wiki/Mahalangur_Himal","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°08′50″N 86°41′06″E / 28.14722°N 86.68500°E / 28.14722; 86.68500 (82. Siguang Ri (7309 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","28°08′50″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","86°41′06″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","28.14722°N 86.68500°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","28.14722; 86.68500","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","82. Siguang Ri (7309 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_08_50_N_86_41_06_E_&title=82.+Siguang+Ri+%287309+m%29","Cho Oyu","Cho Oyu","https://en.wikipedia.org/wiki/Cho_Oyu","1989","","","2 (1)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","83","The Crown","https://en.wikipedia.org/wiki/The_Crown_(mountain)","/ Huang Guan","[dp 2]","","7,295; 7,295","23,934","1,919","Yengisogat","https://en.wikipedia.org/wiki/Yengisogat","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°06′24″N 76°12′21″E / 36.10667°N 76.20583°E / 36.10667; 76.20583 (83. The Crown / Huang Guan (7295 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","36°06′24″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","76°12′21″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","36.10667°N 76.20583°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","36.10667; 76.20583","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","83. The Crown / Huang Guan (7295 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_06_24_N_76_12_21_E_&title=83.+The+Crown+%2F+Huang+Guan+%287295+m%29","Skil Brum (K2)","Skil Brum; K2","https://en.wikipedia.org/wiki/Skil_Brum; https://en.wikipedia.org/wiki/K2","1993","","","1 (5)","China[dp 2]","China; [dp 2]","https://en.wikipedia.org/wiki/China; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","84","Gyala Peri","https://en.wikipedia.org/wiki/Gyala_Peri","","","","7,294; 7,294","23,930","2,942","Assam","https://en.wikipedia.org/wiki/Assam","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","29°48′52″N 94°58′07″E / 29.81444°N 94.96861°E / 29.81444; 94.96861 (84. Gyala Peri (7294 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","29°48′52″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","94°58′07″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","29.81444°N 94.96861°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","29.81444; 94.96861","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","84. Gyala Peri (7294 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=29_48_52_N_94_58_07_E_&title=84.+Gyala+Peri+%287294+m%29","Mount Everest","Mount Everest","https://en.wikipedia.org/wiki/Mount_Everest","1986","","","1 (0)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","85","Porong Ri","https://en.wikipedia.org/wiki/Porong_Ri","","","","7,292; 7,292","23,924","512","Langtang","https://en.wikipedia.org/wiki/Langtang","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°23′22″N 85°43′12″E / 28.38944°N 85.72000°E / 28.38944; 85.72000 (85. Porong Ri (7292 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","28°23′22″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","85°43′12″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","28.38944°N 85.72000°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","28.38944; 85.72000","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","85. Porong Ri (7292 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_22_N_85_43_12_E_&title=85.+Porong+Ri+%287292+m%29","Shishapangma","Shishapangma","https://en.wikipedia.org/wiki/Shishapangma","1982","","","5 (0)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","86","Baintha Brakk; The Ogre","https://en.wikipedia.org/wiki/Baintha_Brakk; https://en.wikipedia.org/wiki/Baintha_Brakk","/","[dp 1]","","7,285; 7,285","23,901","1,891","Panmah","https://en.wikipedia.org/wiki/Panmah_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°56′51″N 75°45′12″E / 35.94750°N 75.75333°E / 35.94750; 75.75333 (86. Baintha Brakk / The Ogre (7285 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","35°56′51″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","75°45′12″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","35.94750°N 75.75333°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","35.94750; 75.75333","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","86. Baintha Brakk / The Ogre (7285 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_56_51_N_75_45_12_E_&title=86.+Baintha+Brakk+%2F+The+Ogre+%287285+m%29","Kanjut Sar","Kanjut Sar","https://en.wikipedia.org/wiki/Kanjut_Sar","1977","","","3 (13)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","87","Yutmaru Sar","https://en.wikipedia.org/wiki/Yutmaru_Sar","","[dp 1]","","7,283; 7,283","23,894","680","Hispar","https://en.wikipedia.org/wiki/Hispar_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°13′35″N 75°22′02″E / 36.22639°N 75.36722°E / 36.22639; 75.36722 (87. Yutmaru Sar (7283 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","36°13′35″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","75°22′02″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","36.22639°N 75.36722°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","36.22639; 75.36722","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","87. Yutmaru Sar (7283 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_13_35_N_75_22_02_E_&title=87.+Yutmaru+Sar+%287283+m%29","Yukshin Gardan Sar","Yukshin Gardan Sar","https://en.wikipedia.org/wiki/Yukshin_Gardan_Sar","1980","","","1 (1)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","88","K6","https://en.wikipedia.org/wiki/K6_(mountain)","/ Baltistan Peak","[dp 1]","","7,282; 7,282","23,891","1,962","Masherbrum","https://en.wikipedia.org/wiki/Masherbrum_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°25′06″N 76°33′06″E / 35.41833°N 76.55167°E / 35.41833; 76.55167 (88. Baltistan Peak / K6 (7282 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","35°25′06″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","76°33′06″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","35.41833°N 76.55167°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","35.41833; 76.55167","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","88. Baltistan Peak / K6 (7282 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_25_06_N_76_33_06_E_&title=88.+Baltistan+Peak+%2F+K6+%287282+m%29","Chogolisa","Chogolisa","https://en.wikipedia.org/wiki/Chogolisa","1970","","","1 (3)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","89","Kangpenqing","https://en.wikipedia.org/wiki/Kangpenqing","/; Gang Benchhen","","","7,281; 7,281","23,888","1,345","Baiku","https://en.wikipedia.org/w/index.php?title=Baiku&action=edit&redlink=1","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°33′03″N 85°32′44″E / 28.55083°N 85.54556°E / 28.55083; 85.54556 (89. Kangpenqing / Gang Benchhen (7281 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","28°33′03″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","85°32′44″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","28.55083°N 85.54556°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","28.55083; 85.54556","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","89. Kangpenqing / Gang Benchhen (7281 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_33_03_N_85_32_44_E_&title=89.+Kangpenqing+%2F+Gang+Benchhen+%287281+m%29","Shishapangma","Shishapangma","https://en.wikipedia.org/wiki/Shishapangma","1982","","","1 (1)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","90","Muztagh Tower","https://en.wikipedia.org/wiki/Muztagh_Tower","","[dp 1]; [dp 2]","; ","7,276; 7,276","23,871","1,710","Baltoro","https://en.wikipedia.org/wiki/Baltoro_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°49′40″N 76°21′40″E / 35.82778°N 76.36111°E / 35.82778; 76.36111 (90. Muztagh Tower (7276 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","35°49′40″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","76°21′40″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","35.82778°N 76.36111°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","35.82778; 76.36111","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","90. Muztagh Tower (7276 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_49_40_N_76_21_40_E_&title=90.+Muztagh+Tower+%287276+m%29","Skil Brum","Skil Brum","https://en.wikipedia.org/wiki/Skil_Brum","1956","","","4 (2)","Pakistan[dp 1] • China[dp 2]","Pakistan; [dp 1]; China; [dp 2]","https://en.wikipedia.org/wiki/Pakistan; ; https://en.wikipedia.org/wiki/China; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","91","Mana Peak","https://en.wikipedia.org/wiki/Kamet","","","","7,272; 7,272","23,858","732","Garhwal","https://en.wikipedia.org/wiki/Garhwal_Himalaya","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","30°52′50″N 79°36′55″E / 30.88056°N 79.61528°E / 30.88056; 79.61528 (91. Mana Peak (7272 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","30°52′50″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","79°36′55″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","30.88056°N 79.61528°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","30.88056; 79.61528","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","91. Mana Peak (7272 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_52_50_N_79_36_55_E_&title=91.+Mana+Peak+%287272+m%29","Kamet","Kamet","https://en.wikipedia.org/wiki/Kamet","1937","","","7 (3)","India","India","https://en.wikipedia.org/wiki/India"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","119","Dhaulagiri VI","https://en.wikipedia.org/wiki/Dhaulagiri","","","","7,268; 7,268","23,845","488","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°42′31″N 83°16′27″E / 28.70861°N 83.27417°E / 28.70861; 83.27417 (Dhaulagiri VI (7268 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","28°42′31″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","83°16′27″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","28.70861°N 83.27417°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","28.70861; 83.27417","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","Dhaulagiri VI (7268 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_42_31_N_83_16_27_E_&title=Dhaulagiri+VI+%287268+m%29","Dhaulagiri IV","Dhaulagiri IV","https://en.wikipedia.org/wiki/Dhaulagiri_IV","1970","","","5 (0)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","92","Diran","https://en.wikipedia.org/wiki/Diran","","[dp 1]","","7,266; 7,266","23,839","1,329","Rakaposhi-Haramosh","https://en.wikipedia.org/wiki/Rakaposhi-Haramosh_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°07′13″N 74°39′42″E / 36.12028°N 74.66167°E / 36.12028; 74.66167 (92. Diran (7266 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","36°07′13″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","74°39′42″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","36.12028°N 74.66167°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","36.12028; 74.66167","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","92. Diran (7266 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_07_13_N_74_39_42_E_&title=92.+Diran+%287266+m%29","Malubiting","Malubiting","https://en.wikipedia.org/wiki/Malubiting","1968","","","12 (8)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","93","Labuche Kang III","https://en.wikipedia.org/wiki/Labuche_Kang_III/East","","[16]","","7,250; 7,250","23,786","570","Labuche","https://en.wikipedia.org/w/index.php?title=Labuche&action=edit&redlink=1","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°18′05″N 86°23′02″E / 28.30139°N 86.38389°E / 28.30139; 86.38389 (93. Labuche Kang III / East (7250 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","28°18′05″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","86°23′02″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","28.30139°N 86.38389°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","28.30139; 86.38389","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","93. Labuche Kang III / East (7250 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_18_05_N_86_23_02_E_&title=93.+Labuche+Kang+III+%2F+East+%287250+m%29","Labuche Kang","Labuche Kang","https://en.wikipedia.org/wiki/Labuche_Kang","unclimbed","","","0 (0)","China","China","https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","94","Putha Hiunchuli","https://en.wikipedia.org/wiki/Dhaulagiri#Other_peaks_in_the_Dhaulagiri_Himalaya","","","","7,246; 7,246","23,773","1,151","Dhaulagiri","https://en.wikipedia.org/wiki/Dhaulagiri","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°44′52″N 83°08′46″E / 28.74778°N 83.14611°E / 28.74778; 83.14611 (94. Putha Hiunchuli (7246 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","28°44′52″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","83°08′46″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","28.74778°N 83.14611°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","28.74778; 83.14611","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","94. Putha Hiunchuli (7246 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_44_52_N_83_08_46_E_&title=94.+Putha+Hiunchuli+%287246+m%29","Churen Himal","Churen Himal","https://en.wikipedia.org/wiki/Dhaulagiri#Other_peaks_in_the_Dhaulagiri_Himalaya","1954","","","11 (5)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
